row_id,planet_name,num_stars,num_planets,num_moons,orbital_period,radius_in_earth,mass_in_earth,planet_mass,eccentricity,equilibrium_temp_K,st_eff_temp_k,st_radius,st_mass
1,Earth,1,1,1,365,1,1,1,0.0034,255,5778,1,1
2,11 Com b,2,1,0,,,,5434.7,,,,,2.6
3,11 UMi b,1,1,0,516.21997,,,4684.8142,0.08,,4213,29.79,2.78
4,14 And b,1,1,0,186.76,,,1131.1513,0,,4888,11.55,1.78
5,14 Her b,1,2,0,1773.4,,,1474.67,0.369,,,,
6,16 Cyg B b,3,1,0,799.45,,,556.83537,0.6832,,5711.97,1.16,0.98
7,17 Sco b,1,1,0,578.38,,,1373.01872,0.06,,4157,25.92,1.22
8,18 Del b,2,1,0,993.3,,,3273.5,0.08,,4979,8.5,2.3
9,1RXS J160929.1-210524 b,1,1,0,,,4000,4000,,1700,4060,,0.85
10,24 Boo b,1,1,0,30.3506,,,289.2253,0.042,,4893,10.64,0.99
11,24 Sex b,1,2,0,452.8,,,632.46,0.09,,5098,4.9,1.54
12,24 Sex c,1,2,0,883,,,273.32,0.29,,5098,4.9,1.54
13,2M0437 b,1,1,0,,,1271.31363,1271.31363,,1450,3100,0.84,0.17
14,2MASS J01033563-5515561 AB b,2,1,0,,,4131.79,4131.79,,,,,0.19
15,2MASS J01225093-2439505 b,1,1,0,,11.209,,,,1600,3309,0.37,0.35
16,2MASS J02192210-3925225 b,1,1,0,,16.141,4417.837,4417.837,,,3064,0.28,0.11
17,2MASS J0249-0557 c,2,1,0,,,3686.80952,3686.80952,,,,,0.05
18,2MASS J03590986+2009361 b,1,1,0,,,5720.91133,5720.91133,,2369,,,
19,2MASS J04414489+2301513 b,1,1,0,,,2383.6,2383.6,,,,,0.02
20,2MASS J11011926-7732383 b,1,1,0,,,8899.1954,8899.1954,,2677,,,
21,2MASS J11550485-7919108 b,1,1,0,,,6356.56814,6356.56814,,2506,,,
22,2MASS J12073346-3932539 b,1,1,0,,,1589.15,1589.15,,1250,,,0.02
23,2MASS J19383260+4603591 b,2,3,0,406,,,591.16084,0.33,,29564,0.2,0.48
24,2MASS J21252752-8138278 b,1,1,0,,,3813.94088,3813.94088,,1616,,,
25,2MASS J22362452+4751425 b,1,1,0,,,3972.875,3972.875,,,4045,,0.6
26,30 Ari B b,4,1,0,335.1,,,3140.03,0.289,,6300,1.13,1.16
27,4 UMa b,1,1,0,270.27,,,2511.48007,0.453,,4415,18.11,1.23
28,42 Dra b,2,1,0,479.1,,,1233.13,0.38,,4200,22.03,0.98
29,47 UMa b,1,3,0,1076.6,,,778.6835,0.012,,5882,,1.06
30,47 UMa c,1,3,0,2391,,,171.621,0.098,,5872,1.21,1.06
31,47 UMa d,1,3,0,14002,,,521.22,0.16,,5872,1.21,1.06
32,51 Eri b,3,1,0,14965,,,,0.21,,7295,1.49,1.65
33,51 Peg b,1,1,0,4.23077,,,148.738,0,,,,
34,55 Cnc b,2,5,0,14.65162,,,261.881,0.014,,5250,0.96,0.9
35,55 Cnc c,2,5,0,44.3989,,,51.2,0.03,,5172,0.94,0.91
36,55 Cnc d,2,5,0,4867,,1226.77,1226.77,0.0269,,5250,0.96,0.9
37,55 Cnc e,2,5,0,0.7365474,1.875,7.99,7.99,0.05,,5172,0.94,0.91
38,55 Cnc f,2,5,0,259.88,,,47.8,0.08,,5172,0.94,0.91
39,6 Lyn b,1,1,0,899,,,762.8,0.134,,4978,5.2,1.7
40,61 Vir b,1,3,0,4.21487,,,5.11704,0.099,,5585.57,1.03,0.91
41,61 Vir c,1,3,0,38.0957,,,16.1139,0.068,,5585.57,1.03,0.91
42,61 Vir d,1,3,0,123.01,,,22.9,0.35,,5577,0.96,0.94
43,7 CMa b,1,2,0,,,,616.5,,,,5.2,1.44
44,7 CMa c,1,2,0,996,,,276.5121,0.08,,4826,4.87,1.34
45,70 Vir b,1,1,0,116.6884,,2380.45,2380.45,0.4007,,5545,,1.11
46,75 Cet b,2,2,0,696.62,,,787.89662,0.093,,4809,10.38,1.92
47,75 Cet c,2,2,0,2051.62,,,289.85951,0.023,,4809,10.38,1.92
48,8 UMi b,1,1,0,93.4,,,416.3573,0.06,,4847,10.3,1.44
49,81 Cet b,1,1,0,952.7,,,1684.4,0.206,,4785,11,2.4
50,91 Aqr b,3,1,0,181.4,,,1017,0.027,,4665,11,1.4
51,AB Aur b,1,1,0,,,2860.45566,2860.45566,0.4,,9770,,2.4
52,AB Pic b,1,1,0,,,4290.5,4290.5,,,,,
53,AF Lep b,1,1,0,7520,,1664.46737,1664.46737,0.47,1400,6100,1.25,1.2
54,AU Mic b,1,3,0,8.4630004,4.19,,,0.12,,,0.75,
55,AU Mic c,1,3,0,18.85882,,14.2,14.2,,,3665,0.82,0.6
56,AU Mic d,1,3,0,12.73596,,1.053,1.053,0.00305,,3678,0.74,0.51
57,BD+03 2562 b,1,1,0,481.9,,,2034.112,0.2,,4095,32.35,1.14
58,BD+14 4559 b,1,1,0,268.94,,,467.19,0.29,,5008,0.95,0.86
59,BD+15 2375 b,1,1,0,153.22,,,337.21763,0.001,,4649,8.95,1.08
60,BD+15 2940 b,1,1,0,137.48,,,352.78,0.26,,4796,14.7,1.1
61,BD+20 2457 b,1,2,0,379.63,,,6807.63,0.15,,4137,49,2.8
62,BD+20 2457 c,1,2,0,621.99,,,3963.17,0.18,,4137,49,2.8
63,BD+20 274 b,1,1,0,578.2,,,1334.886,0.21,,4296,17.3,0.8
64,BD+20 594 b,1,1,0,41.6855,2.578,22.2481,22.2481,0,,5766,1.08,1.67
65,BD+45 564 b,1,1,0,307.88,,,432.24663,0.12,,5004,,0.81
66,BD+48 738 b,1,1,0,392.6,,,289.2253,0.2,,4414,11,0.74
67,BD+48 740 b,1,1,0,733,,,540.311,0.76,,4534,10.33,1.09
68,BD+49 828 b,1,1,0,2590,,,508.5,0.35,,4943,7.6,1.52
69,BD+55 362 b,1,1,0,265.59,,,228.83645,0.27,,5012,,0.91
70,BD+60 1417 b,1,1,0,,14.684,4767.4261,4767.4261,,1303,4993,0.8,1
71,BD+63 1405 b,1,1,0,1230,,3305.41543,3305.41543,0.891,,5000,,0.82
72,BD-06 1339 b,1,2,0,3.8728,,,8.5,0,,4324,,0.7
73,BD-06 1339 c,1,2,0,125.94,,,53,0.31,,4324,,0.7
74,BD-08 2823 b,1,2,0,5.6,,,14.4,0.15,,4746,,0.74
75,BD-08 2823 c,1,2,0,237.6,,,104,0.19,,4746,,0.74
76,BD-10 3166 b,1,1,0,3.48777,,,145.56,0.019,,5393,,1.01
77,BD-11 4672 b,1,2,0,1667,,,168.44,0.05,,4475,0.52,0.57
78,BD-11 4672 c,1,2,0,74.2,,,15.37,0.4,,4550,0.64,0.65
79,BD-13 2130 b,1,1,0,714.29999,,,3108.3774,0.21,,4545,19.17,2.12
80,BD-14 3065 b,3,1,0,4.2889696,20.711,,,,1404,6736.9,2.61,
81,BD-17 63 b,1,1,0,655.57,,1639.99458,1639.99458,0.5439,,,,0.74
82,BD-210397 b,1,2,0,1891,,,214,0.1,,4051,0.75,0.68
83,BD-210397 c,1,2,0,6240,,1525.57635,1525.57635,0.43,,,,0.69
84,Barnard b,1,1,0,3.1533,,,0.37,0.16,400,3195,0.18,0.16
85,CD Cet b,1,1,0,2.2907,,,3.95,,464,3130,0.17,0.16
86,CFBDSIR J145829+101343 b,1,1,0,10037.5,,3337.1,3337.1,,370,580.5,,0.02
87,CFHTWIR-Oph 98 b,1,1,0,8040000,20.849,2479.06157,2479.06157,,1800,2320,0.24,0.01
88,CHXR 73 b,1,1,0,,,3994.486,3994.486,,,,,0.35
89,CI Tau c,1,1,0,25.2,,,1144.18227,0.58,,,,
90,COCONUTS-2 b,1,1,0,402000000,12.442,2002.31896,2002.31896,,434,3406,0.39,0.37
91,CT Cha b,1,1,0,,24.66,5403,5403,,2600,,,
92,CoRoT-1 b,1,1,0,1.5089557,16.7,327.35,327.35,0,1898,5950,1.11,0.95
93,CoRoT-10 b,1,1,0,13.2406,10.873,867.6759,867.6759,0.524,,5075,0.79,0.89
94,CoRoT-11 b,1,1,0,2.994325,15.581,791.3967,791.3967,0,1715,,1.33,1.23
95,CoRoT-12 b,1,1,0,2.828042,16.14,291.438,291.438,0.07,1442,5675,1.12,1.08
96,CoRoT-13 b,1,1,0,4.03515,,,,,,5945,1.01,1.09
97,CoRoT-14 b,1,1,0,1.51214,12.22,2415.4,2415.4,0,1952,6035,1.21,1.13
98,CoRoT-16 b,1,1,0,5.35227,13.115,168.13207,168.13207,0.37,,5650,1.19,1.1
99,CoRoT-17 b,1,1,0,3.7681,11.287,781.8618,781.8618,,1610,5740,1.62,1.04
100,CoRoT-18 b,1,1,0,1.9000693,14.684,1099.6918,1099.6918,0.025,,5440,1,0.95
101,CoRoT-19 b,1,1,0,3.89713,13.339,346.4347,346.4347,,1630,6090,1.58,1.18
102,CoRoT-2 b,2,1,0,1.7429964,16.421,1051.973,1051.973,0,,,,
103,CoRoT-20 b,1,2,0,9.24318,11.209,1315.8162,1315.8162,,1024,,1.16,1.1
104,CoRoT-20 c,1,2,0,1675,,,5403.11,0.6,,,,1.14
105,CoRoT-21 b,1,1,0,2.72474,14.572,705.5826,705.5826,0.39,,6200,1.95,1.29
106,CoRoT-22 b,1,1,0,9.75598,4.88,12.2,12.2,0.077,885,5939,1.14,1.1
107,CoRoT-23 b,1,1,0,3.6313,13.227,972.5598,972.5598,,1710,5900,1.74,1.12
108,CoRoT-24 b,1,2,0,5.1134,3.7,5.7,5.7,0,1070,4950,0.86,0.91
109,CoRoT-24 c,1,2,0,11.759,5,28,28,0,850,4950,0.86,0.91
110,CoRoT-25 b,1,1,0,4.86069,12.11,85.81,85.81,0,1330,6040,1.19,1.09
111,CoRoT-26 b,1,1,0,4.20474,14.12,165.26,165.26,0,1600,5590,1.79,1.09
112,CoRoT-27 b,1,1,0,3.57532,11.287,3302.11,3302.11,0.065,1500,5900,1.08,1.05
113,CoRoT-28 b,1,1,0,5.20851,10.705,152.87623,152.87623,0.071,,5150,1.78,1.01
114,CoRoT-29 b,1,1,0,2.85057,10.088,270.1555,270.1555,0.082,,5260,0.9,0.97
115,CoRoT-3 b,1,1,0,4.2567994,11.135,6747.5309,6747.5309,0.008,,,1.54,1.36
116,CoRoT-30 b,1,1,0,9.06005,11.31,921.707,921.707,0.007,,5650,0.91,0.98
117,CoRoT-31 b,1,1,0,4.62941,16.365,266.9772,266.9772,0.02,,5700,2.15,1.25
118,CoRoT-35 b,1,1,0,3.22748,18.831,349.61125,349.61125,0,1747,6390,1.65,1.01
119,CoRoT-36 b,1,1,0,5.616531,15.805,216.12332,216.12332,0,1567,6730,1.52,1.32
120,CoRoT-4 b,1,1,0,9.20205,13.34,228.83,228.83,0,1074,6190,1.17,1.16
121,CoRoT-5 b,1,1,0,4.0379156,14.079,145.88397,145.88397,,1397,,1.11,0.99
122,CoRoT-6 b,1,1,0,8.886593,13.07,937.5985,937.5985,0.18,,6090,1.02,1.05
123,CoRoT-7 b,1,3,0,0.8535,1.528,6.056,6.056,,,5250,,0.92
124,CoRoT-7 c,1,3,0,3.698,,8.4,8.4,0,,5256,0.86,0.9
125,CoRoT-7 d,1,3,0,8.966,,17.142,17.142,,,5250,,0.92
126,CoRoT-8 b,1,1,0,6.212381,6.389,69.28694,69.28694,0.19,,5080,0.77,0.88
127,CoRoT-9 b,2,1,0,95.272725,,,,,,,,
128,CoRoTID 223977153 b,1,1,0,6.71837,6.389,47.6745,47.6745,,938,5970,0.79,1.08
129,DE CVn b,2,1,0,4098.1,,,3823.2733,0,,,,0.51
130,DENIS-P J082303.1-491201 b,1,1,0,246.36,,9057.77,9057.77,0.345,,,,0.07
131,DH Tau b,1,1,0,,,3496,3496,,,,0.27,0.33
132,DMPP-1 b,1,4,0,18.57,,,24.27,0.083,877,6196,1.26,1.21
133,DMPP-1 c,1,4,0,6.584,,,9.6,0.057,1239,6196,1.26,1.21
134,DMPP-1 d,1,4,0,2.882,,,3.35,0.07,1632,6196,1.26,1.21
135,DMPP-1 e,1,4,0,5.516,,,4.13,0.07,1314,6196,1.26,1.21
136,DMPP-2 b,1,1,0,5.2072,,,138.89171,0.078,1000,6500,1.78,1.44
137,DMPP-3 A b,2,1,0,6.6732,,,2.58,0.14,854,5138,0.91,0.87
138,DMPP-4 b,1,1,0,3.4982,,,12.2,0.063,,6400,1.38,1.25
139,DP Leo b,2,1,0,8693,,1995.88832,1995.88832,,,,,
140,DS Tuc A b,2,1,0,8.13822218,6.176,,,,837,5414,0.95,
141,EPIC 201170410.02,1,1,0,6.7987,1.047,,,0,,3648,0.28,0.29
142,EPIC 201238110 b,1,1,0,28.1656,1.87,,,,,,,0.41
143,EPIC 201427007 b,1,1,0,0.72091,1.5,,,,,5633,0.94,
144,EPIC 201497682 b,1,1,0,2.13174,0.692,,,,,,,0.78
145,EPIC 201595106 b,1,1,0,0.877183,1.406,,,,,5705,0.93,
146,EPIC 201615463 c,1,2,0,3.80464,1.22,,,,,,,1.07
147,EPIC 201754305 d,1,3,0,2.71578,1.03,,,,,,,0.67
148,EPIC 201757695.02,1,1,0,2.0478,0.908,,,0,,4520,0.66,0.73
149,EPIC 201833600 c,1,2,0,3.96151,1,,,,,,,0.61
150,EPIC 201841433 b,1,1,0,4.16888,1.41,,,,,,0.63,
151,EPIC 205950854 c,1,2,0,8.0468,1.18,,,,,,,0.91
152,EPIC 206024342 b,1,3,0,4.50756,1.7,,,,,,,0.93
153,EPIC 206024342 c,1,3,0,0.9116567,1.35,,,,,5648,0.94,
154,EPIC 206024342 d,1,3,0,14.6435,2.52,,,,,,0.82,
155,EPIC 206032309 b,1,1,0,2.87814,1.01,,,,,,,0.22
156,EPIC 206042996 b,1,2,0,5.2986,1.7,,,,,4114,0.5,
157,EPIC 206042996 c,1,2,0,0.35490972,1.45,,,,,3893,0.57,
158,EPIC 206215704 b,1,1,0,2.25372,0.9,,,,,,,0.41
159,EPIC 206317286 b,1,2,0,1.58252,0.96,,,,,,,0.71
160,EPIC 206317286 c,1,2,0,17.501662,2.63,,,,,4749,0.73,
161,EPIC 211822797 b,1,1,0,21.169619,2.2,,,0.18,,3880,0.59,0.61
162,EPIC 211945201 b,1,1,0,19.49221,5.76,,,,817,6069,1.39,1.17
163,EPIC 212297394 b,1,2,0,2.28896,1.83,,,,,,0.75,
164,EPIC 212297394 c,1,2,0,5.213965,2.27,,,,866,5171,0.8,0.83
165,EPIC 212424622 b,1,1,0,18.0983,2.17,,,,,,,1.11
166,EPIC 212499991 b,1,1,0,34.885,1.6,,,,,,,0.91
167,EPIC 212587672 b,1,2,0,15.2841,1.12,,,,,,,0.95
168,EPIC 212587672 c,1,2,0,23.226001,2.245,,,,,5928,0.95,
169,EPIC 212624936 b,1,2,0,0.578657,1.2,,,,,5765,0.93,
170,EPIC 212624936 c,1,2,0,11.81387,2.67,,,,,,0.95,
171,EPIC 212737443 b,1,2,0,13.603,,,,,,4581,0.67,0.72
172,EPIC 212737443 c,1,2,0,65.55,2.69,,,0.2,316,4684,0.67,0.69
173,EPIC 220492298 b,1,1,0,0.762406,0.99,,,,,5620,0.89,
174,EPIC 220554210 c,1,2,0,0.70531,1.6,,,,,5499,1,
175,EPIC 220674823 b,1,2,0,0.571292,1.725,8.21,8.21,0,2300,5532,0.99,0.95
176,EPIC 220674823 c,1,2,0,13.338687,2.8,,,,,,0.97,
177,EPIC 228836835 b,1,1,0,0.728113,1.1,,,,,3782,0.32,
178,EPIC 229004835 b,1,1,0,16.140442,2.06,,,,,5870,0.98,
179,EPIC 246851721 b,2,1,0,6.180235,11.781,953.49,953.49,,1401,6202,1.59,1.32
180,EPIC 248847494 b,1,1,0,3650,12.442,4131.79,4131.79,0,183,4898,2.7,0.9
181,EPIC 249893012 b,1,3,0,3.5951,1.95,8.75,8.75,0.06,1616,5430,1.71,1.05
182,EPIC 249893012 c,1,3,0,15.624,3.67,14.67,14.67,0.07,990,5430,1.71,1.05
183,EPIC 249893012 d,1,3,0,35.747,3.94,10.18,10.18,0.15,752,5430,1.71,1.05
184,FU Tau b,1,1,0,,,5085.28,5085.28,,2375,2838,,0.05
185,G 196-3 b,1,1,0,,,8263.53858,8263.53858,,1670,,,
186,G 264-012 b,1,2,0,2.30538,,,2.5,,587,3326,0.3,0.3
187,G 264-012 c,1,2,0,8.0518,,,3.75,,387,3326,0.3,0.3
188,G 9-40 b,1,1,0,5.745912,,,,,,3390,0.31,
189,GJ 1002 b,1,2,0,10.3465,,,1.08,,231,3024,0.14,0.12
190,GJ 1002 c,1,2,0,21.202,,,1.36,,182,3024,0.14,0.12
191,GJ 1061 b,1,3,0,3.204,,,1.37,0.31,,2953,0.16,0.12
192,GJ 1061 c,1,3,0,6.689,,,1.74,0.29,,2953,0.16,0.12
193,GJ 1061 d,1,3,0,13.031,,,1.64,0.53,,2953,0.16,0.12
194,GJ 1132 b,1,2,0,1.6289322,1.215,,,,546,3202,0.23,
195,GJ 1132 c,1,2,0,8.929,,,2.64,0.27,300,3270,0.21,0.18
196,GJ 1148 b,1,2,0,41.397,,,94.7094,0.314,,3287,0.36,0.34
197,GJ 1148 c,1,2,0,535.9,,,82.63539,0.27,,3357.57,0.37,0.37
198,GJ 1151 c,1,1,0,389.7,,,10.62,,,3280,0.18,0.16
199,GJ 1214 b,1,1,0,1.58040835,,,,,,3074,0.21,0.18
200,GJ 1252 b,1,1,0,0.5182464,,,,,,3458,0.39,0.38
201,GJ 1265 b,1,1,0,3.6511,,,7.4,0.04,,3236,0.19,0.18
202,GJ 143 b,1,2,0,35.6134391,3.122,,,,505,4628.53,0.71,
203,GJ 15 A b,2,2,0,11.4407,,,3.03,0.094,,3607,0.38,0.38
204,GJ 15 A c,2,2,0,7600,,,36,0.27,,3607,0.38,0.38
205,GJ 160.2 b,1,1,0,5.2354,,,10.2,0.06,,4347,,0.69
206,GJ 163 b,1,3,0,8.63182,,,10.6,0.073,,,,
207,GJ 163 c,1,3,0,25.63058,,,6.8,0.099,,,,
208,GJ 163 d,1,3,0,603.95116,,,29.4,0.373,,,,
209,GJ 179 b,1,1,0,2288,,,260.61,0.21,,3370,0.38,0.36
210,GJ 180 b,1,3,0,17.133,,,6.49,0.07,,,,0.43
211,GJ 180 c,1,3,0,24.329,,,6.4,0.09,,3371,,0.43
212,GJ 180 d,1,3,0,106.3,,,7.56,0.14,,,,0.43
213,GJ 2030 b,1,2,0,2.38129,,,4.76743,0.239,,,,0.96
214,GJ 2030 c,1,2,0,25533.11353,,4069.15709,4069.15709,0.041,,,,0.96
215,GJ 2056 b,1,1,0,69.971,,,16.2,0.72,,,,0.62
216,GJ 229 A c,2,2,0,121.995,,,7.268,0.19,,,,0.58
217,GJ 229 b,2,2,0,471,,,32,0.1,,3564,,0.58
218,GJ 238 b,1,1,0,1.7447031,0.592,,,,896,3445,0.43,
219,GJ 251 b,1,1,0,14.238,,,4,0.1,351,3451,0.36,0.36
220,GJ 27.1 b,1,1,0,15.819,,,13,0.08,,3542,,0.53
221,GJ 273 b,1,2,0,18.6498,,,2.89,0.1,,3382,0.29,0.29
222,GJ 273 c,1,2,0,4.7234,,,1.18,0.17,,3382,0.29,0.29
223,GJ 3021 b,2,1,0,133.71,,,1071.04,0.511,350,5540,0.9,0.9
224,GJ 3082 b,1,1,0,11.949,,,8.2,0.22,,,,0.47
225,GJ 3090 b,1,1,0,2.8531016,2.021,,,,610,3703,0.52,
226,GJ 3138 b,1,3,0,1.22003,,,1.78,0.19,,3717,0.5,0.68
227,GJ 3138 c,1,3,0,5.974,,,4.18,0.11,,3717,0.5,0.68
228,GJ 3138 d,1,3,0,257.8,,,10.5,0.32,,3717,0.5,0.68
229,GJ 317 b,1,2,0,695.36,,,588.93604,0.098,,3492.73,0.43,0.45
230,GJ 317 c,1,2,0,10000,,,635.66,0.81,,3510,,0.42
231,GJ 3222 b,2,1,0,10.66669,,,11.44182,0.929,,,,0.89
232,GJ 328 b,1,2,0,3771,,,797.7493,0.227,,3897,0.63,0.65
233,GJ 328 c,1,2,0,241.8,,,21.4,,,3897,0.63,0.65
234,GJ 3293 b,1,4,0,30.6,,,25.72,0.07,,3466,0.4,0.42
235,GJ 3293 c,1,4,0,123.75,,,25.72,0.33,,3466,0.4,0.42
236,GJ 3293 d,1,4,0,48.1345,,,7.6,0.12,,3466,0.4,0.42
237,GJ 3293 e,1,4,0,13.2543,,,3.28,0.21,,3466,0.4,0.42
238,GJ 3323 b,1,2,0,5.3636,,,2.02,0.23,,3159,0.12,0.16
239,GJ 3323 c,1,2,0,40.54,,,2.31,0.17,,3159,0.12,0.16
240,GJ 3341 b,1,1,0,14.207,,,6.6,0.31,,3526,0.44,0.47
241,GJ 338 B b,2,1,0,24.45,,,10.27,0.11,391,4005,0.58,0.64
242,GJ 3470 b,1,1,0,3.3366496,4.57,13.9,13.9,,594,3600,0.55,0.54
243,GJ 3473 b,2,2,0,1.19799956,1.211,,,,705,3332,0.35,
244,GJ 3473 c,2,2,0,15.509,,,7.41,0,329,3347,0.36,0.36
245,GJ 3512 b,1,2,0,203.59,,,147.15529,0.4356,,3081,0.14,0.12
246,GJ 3512 c,1,2,0,1599.6,,,63.56568,0.0183,,3081,0.14,0.12
247,GJ 357 b,1,3,0,3.93072,1.217,1.84,1.84,,525,3505,0.34,0.34
248,GJ 357 c,1,3,0,9.1247,,,3.4,,401,3505,0.34,0.34
249,GJ 357 d,1,3,0,55.661,,,6.1,,220,3505,0.34,0.34
250,GJ 3634 b,1,1,0,2.64561,,8.4,8.4,0.08,,,0.43,0.45
251,GJ 367 b,1,3,0,0.3219233,2.661,,,,1296,3518,0.46,
252,GJ 367 c,1,3,0,11.5301,,,4.13,0.09,,3522,0.46,0.46
253,GJ 367 d,1,3,0,34.369,,,6.03,0.14,,3522,0.46,0.46
254,GJ 3779 b,1,1,0,3.0232,,,8,0.07,,3324,0.28,0.27
255,GJ 3929 b,1,2,0,2.6162745,1.15,1.21,1.21,,569,3369,0.32,0.31
256,GJ 3929 c,1,2,0,15.04,,,5.71,0,317,3384,0.32,0.31
257,GJ 393 b,1,1,0,7.02679,,,1.71,,485,3579,0.43,0.43
258,GJ 3942 b,1,1,0,6.905,,,7.14,0.121,590,3867,0.61,0.63
259,GJ 3988 b,1,1,0,6.9442,,,3.69,0,348,3273,0.2,0.18
260,GJ 3998 b,1,2,0,2.64977,,,2.47,0,,3722,0.49,0.5
261,GJ 3998 c,1,2,0,13.74,,,6.26,0.049,,3722,0.49,0.5
262,GJ 411 b,1,2,0,12.9394,,,2.69,0.063,,3719,0.37,0.39
263,GJ 414 A b,2,2,0,51.625,,,10.23407,0.28,,4205.93,0.67,0.69
264,GJ 414 A c,2,2,0,749.83,8.4,,53.83,0.105,125,4120,0.68,0.65
265,GJ 422 b,1,1,0,20.129,,,11.07,0.11,,,,0.35
266,GJ 4276 b,1,1,0,13.352,,,16.57,0.37,,3387,0.41,0.41
267,GJ 433 b,1,3,0,7.3697,,,5.3,0.05,,3472,,0.48
268,GJ 433 c,1,3,0,5094.105,,,32.422,0.12,,,,0.48
269,GJ 433 d,1,3,0,36.059,,,5.223,0.07,,,,0.48
270,GJ 436 b,1,1,0,2.64389751,,,,,,3350,0.46,0.45
271,GJ 463 b,1,1,0,3448,,1144.18227,1144.18227,0.09,,3540,0.49,0.49
272,GJ 480 b,1,1,0,9.567,,,13.2,0.1,,,,0.45
273,GJ 486 b,1,1,0,1.4671205,1.343,3,3,0,706,3291,0.34,0.33
274,GJ 504 b,1,1,0,,,1271.3,1271.3,,510,6234,,1.22
275,GJ 514 b,1,1,0,140.43,,,5.2,0.45,202,3728,0.5,0.51
276,GJ 536 b,1,1,0,8.708,,,6.52,0.119,,3674,0.51,0.51
277,GJ 581 b,1,3,0,5.366,,,16.6,0,,,0.29,0.31
278,GJ 581 c,1,3,0,12.9292,,,5.36,0.17,,,,
279,GJ 581 e,1,3,0,3.14942,,,1.94,0,,,,
280,GJ 625 b,1,1,0,14.628,,,2.82,0.13,,3499,0.31,0.3
281,GJ 649 b,1,1,0,600.1,,,81.99973,0.083,,3734,0.5,0.51
282,GJ 667 C b,3,5,0,7.20066,,,5.68,0.172,,,,
283,GJ 667 C c,3,5,0,28.14,,,3.8,0.02,,3350,,0.33
284,GJ 667 C e,3,5,0,62.24,,,2.7,0.02,,3350,,0.33
285,GJ 667 C f,3,5,0,39.026,,,2.7,0.03,,3350,,0.33
286,GJ 667 C g,3,5,0,256.2,,,4.6,0.08,,3350,,0.33
287,GJ 674 b,1,1,0,4.6938,,,11.09,0.2,,3600,,0.35
288,GJ 676 A b,2,4,0,1051.44521,,1840.86213,1840.86213,0.319,,,,0.63
289,GJ 676 A c,2,4,0,7337,,,2161.244,,,,,
290,GJ 676 A d,2,4,0,3.60076,,,3.81394,0.192,,,,0.63
291,GJ 676 A e,2,4,0,35.47358,,,6.6744,0.152,,,,0.63
292,GJ 680 b,2,1,0,17281.66514,,7977.49302,7977.49302,0.381,,,,0.46
293,GJ 682 b,1,2,0,17.478,,,4.4,0.08,,3028,,0.27
294,GJ 682 c,1,2,0,57.32,,,8.7,0.1,,3028,,0.27
295,GJ 685 b,1,1,0,24.16,,,9,0,,3816,0.54,0.55
296,GJ 687 b,1,2,0,38.14,,,19.0698,0.04,,3340,0.43,0.45
297,GJ 687 c,1,2,0,727.562,,,16,0.4,,,,0.4
298,GJ 720 A b,2,1,0,19.466,,,13.64,0.12,401,3837,0.56,0.57
299,GJ 724 b,1,1,0,5.101284,,,10.75,0.577,611,3799,0.52,0.53
300,GJ 740 b,1,1,0,2.37756,,,2.96,0.24,829,3913,0.56,0.58
301,GJ 806 b,1,2,0,0.9263239,1.678,,,,1162,3573,0.43,
302,GJ 806 c,1,2,0,6.64064,,,5.8,,490,3600,0.41,0.41
303,GJ 832 b,1,1,0,3853,,314.65012,314.65012,0.05,,,,0.45
304,GJ 849 b,1,2,0,1925.31,,,283.82077,0.029,,3467,0.45,0.45
305,GJ 849 c,1,2,0,5750,,,342.93685,0.099,,3562.68,0.47,0.5
306,GJ 86 b,2,1,0,15.764,,,1284.0332,0.046,,,,0.8
307,GJ 876 b,1,4,0,60.83,,804.076,804.076,0.0338,,3271,0.35,0.34
308,GJ 876 c,1,4,0,30.455,,251.075,251.075,0.2632,,3271,0.35,0.34
309,GJ 876 d,1,4,0,1.93778,,,5.85,0.207,,3271,0.35,0.34
310,GJ 876 e,1,4,0,124.4,,,18.00115,0.04,,3271,0.35,0.34
311,GJ 887 b,1,2,0,9.262,,,4.2,0,468,3688,0.47,0.49
312,GJ 887 c,1,2,0,21.789,,,7.6,,352,3688,0.47,0.49
313,GJ 896 A b,2,1,0,284.39,,718.2922,718.2922,0.35,,,,0.44
314,GJ 900 b,3,1,0,,,3496.11248,3496.11248,,,,,1.08
315,GJ 9066 c,1,1,0,771.36,,,66.74397,0.46,,3154,0.16,0.15
316,GJ 9404 b,1,1,0,13.4586,,,11.9,0.49,,,,0.62
317,GJ 96 b,1,1,0,73.94,,,19.66,0.44,,3785,,0.6
318,GJ 9689 b,1,1,0,18.27,,,9.65,0.29,453,3836,0.57,0.59
319,GJ 9714 b,1,1,0,19240.75467,,2988.54051,2988.54051,0.155,,,,0.67
320,GJ 9827 b,1,3,0,1.208957,1.75,,,,1044,4255,0.65,0.66
321,GJ 9827 c,1,3,0,3.648096,1.241,1.3,1.3,0.094,813,4305,0.6,0.61
322,GJ 9827 d,1,3,0,6.2014698,2.022,4.04,4.04,0,,4340,0.6,0.61
323,GPX-1 b,1,1,0,1.74428305,15.39,,,,2384,8039,1.6,
324,GQ Lup b,1,1,0,,33.6,6356,6356,,2650,,,0.7
325,GSC 06214-00210 b,1,1,0,,,4258.7,4258.7,,,,,0.6
