row_id,planet_name,num_stars,num_planets,num_moons,orbital_period,radius_in_earth,mass_in_earth,planet_mass,eccentricity,equilibrium_temp_K,st_eff_temp_k,st_radius,st_mass
1290,HIP 39017 b,1,1,0,31000,,7500.75041,7500.75041,0.55,,,,1.52
1291,HIP 41378 b,1,5,0,15.572098,,,,,,6226,1.34,1.17
1292,HIP 41378 c,1,5,0,31.6978,2.56,,,,,6199,1.4,1.15
1293,HIP 41378 d,1,5,0,156,3.96,,,,,6199,1.4,1.15
1294,HIP 41378 e,1,5,0,,,,,,,6226,1.34,1.17
1295,HIP 41378 f,1,5,0,1084,,,,,,6226,1.34,1.17
1296,HIP 4845 b,1,1,0,34.15,,,14.4,0.25,,,,0.62
1297,HIP 48714 b,1,1,0,17.818,,,22.9,0.5,,,,0.58
1298,HIP 5158 b,1,2,0,345.63,,,457.6752,0.54,,4813,0.75,0.78
1299,HIP 5158 c,1,2,0,9017.76,,,4780.1632,0.14,,4813,0.75,0.78
1300,HIP 54373 b,1,2,0,7.76,,,8.62,0.2,,4021,,0.57
1301,HIP 54373 c,1,2,0,15.144,,,12.44,0.2,,4021,,0.57
1302,HIP 54597 b,1,1,0,3250,,,639,0.04,,4799,0.66,0.69
1303,HIP 55507 b,1,1,0,5138.43727,,2585.53409,2585.53409,0.362,,,,0.65
1304,HIP 56640 b,1,1,0,2620,,1779.83908,1779.83908,0.101,,4769,,1.04
1305,HIP 57274 b,1,3,0,8.1352,,,11.6,0.187,,4640,0.68,0.73
1306,HIP 57274 c,1,3,0,32.03,,,130,0.05,,4640,0.68,0.73
1307,HIP 57274 d,1,3,0,431.7,,,167.4,0.27,,4640,0.68,0.73
1308,HIP 5763 b,1,1,0,30.014,,,162.09249,0.054,,,,0.72
1309,HIP 63242 b,1,1,0,124.6,,,2917.56,0.23,,4830,,1.54
1310,HIP 65 A b,2,1,0,0.980972,5.916,,,,1321,4486,0.76,
1311,HIP 65407 b,1,2,0,28.125,,,136.03124,0.14,,5460,,0.93
1312,HIP 65407 c,1,2,0,67.3,,,249.17872,0.12,,5460,,0.93
1313,HIP 65426 b,1,1,0,,16.814,2860.47,2860.47,,1500,8840,1.77,1.96
1314,HIP 65891 b,1,1,0,1084.5,,,1906.98,0.13,,5000,8.93,2.5
1315,HIP 66074 b,1,1,0,310.9,,1589.14204,1589.14204,0.948,,4300,0.69,0.7
1316,HIP 67522 b,1,2,0,6.95939721,9.38,,,,1096,5854,1.34,
1317,HIP 67522 c,1,2,0,14.334892,7.936,,,0.077,917,5675,1.38,1.22
1318,HIP 67537 b,1,1,0,2550,,4354.24918,4354.24918,0.589,,4985,,2.41
1319,HIP 67851 b,1,2,0,88.87622,,,498.35494,0.063,,,,1.9
1320,HIP 67851 c,1,2,0,,,,1712,,,,5.95,1.39
1321,HIP 70849 b,2,1,0,3649,,1430.22783,1430.22783,0.65,,,,0.65
1322,HIP 71135 b,1,1,0,87.19,,,18.8,0.21,,4146,,0.66
1323,HIP 74890 b,1,1,0,822.3,,,762.792,0.07,,4850,5.77,1.74
1324,HIP 75092 b,1,1,0,926.4,,,568.91285,0.42,,4891,4.53,1.28
1325,HIP 77900 b,1,1,0,,,6674.39655,6674.39655,,2507,,,
1326,HIP 78530 b,1,1,0,,,7700,7700,,2700,10500,,2.5
1327,HIP 79098 AB b,2,1,0,,,6515.515,6515.515,,2450,,,3.75
1328,HIP 79431 b,1,1,0,111.7,,,667.415,0.29,,3191,,0.49
1329,HIP 81208 C b,3,1,0,104100,,4703.86042,4703.86042,,2050,,,0.14
1330,HIP 8152 b,1,2,0,10.75101,2.56,7.8,7.8,0.14,855,5530,0.95,0.91
1331,HIP 8152 c,1,2,0,19.6053,2.48,9.4,9.4,0.28,699,5530,0.95,0.91
1332,HIP 8541 b,2,2,0,1560.2,,,1748.065,0.16,,4670,7.83,1.17
1333,HIP 86221 b,1,1,0,2.224,,,225.65817,0.086,,,,0.79
1334,HIP 90988 b,1,1,0,453.9,,,622.94368,0.08,,4883,3.94,1.3
1335,HIP 91258 b,1,1,0,5.0505,,,346.4347,0.02,,5519,0.89,0.97
1336,HIP 94235 b,2,1,0,7.713057,3,379,379,0.32,1060,5991,1.08,1.09
1337,HIP 948 b,1,1,0,24955.45756,,6547.26518,6547.26518,0.23,,,,0.71
1338,HIP 9618 b,1,2,0,20.772858,3.828,8.3,8.3,0,641,5649,0.96,0.94
1339,HIP 9618 c,1,2,0,52.56370562,3.284,,,,542,5625.56,0.97,
1340,HIP 97166 b,1,2,0,10.288914,2.48,19.1,19.1,0.29,702,5216,0.84,0.93
1341,HIP 97166 c,1,2,0,16.432,,,8,0,,5216,0.84,0.93
1342,HIP 97233 b,1,1,0,1058.8,,,6356.3,0.61,,5020,5.34,1.93
1343,HIP 99770 b,1,1,0,18600,,5117.03735,5117.03735,0.25,,8000,,1.85
1344,HN Lib b,1,1,0,36.116,,,5.46,0.079,234,3347,0.3,0.29
1345,HN Peg b,1,1,0,,11.777,6991.57,6991.57,,,,,
1346,HR 2562 b,1,1,0,,12.442,9534.9,9534.9,,1200,,,1.3
1347,HR 5183 b,2,1,0,43000,,,1004.33777,0.886,,5833.8,1.56,1.1
1348,HR 810 b,1,1,0,320.1,,,718.2958,0.161,,,,1.03
1349,HR 858 b,2,3,0,3.58599,2.085,,,0.3,1572,6201,1.31,1.15
1350,HR 858 c,2,3,0,5.97293,1.939,,,0.19,1326,6201,1.31,1.15
1351,HR 858 d,2,3,0,11.23,2.164,,,0.28,1075,6201,1.31,1.15
1352,HR 8799 b,1,4,0,166510.17,,,,,,,,1.51
1353,HR 8799 c,1,4,0,83255.09,,,,,,,,1.51
1354,HR 8799 d,1,4,0,,,,,0.6,,7204.58,1.49,1.61
1355,HR 8799 e,1,4,0,,13.115,3178.3,3178.3,0.15,1150,7400,,
1356,HS Psc b,1,1,0,3.986,,,464.02947,0.27,,4203,0.65,0.69
1357,HU Aqr AB b,2,2,0,2390,,,1875.197,0,,,,0.88
1358,HU Aqr AB c,2,2,0,4368,,,1430.235,0.51,,,,0.88
1359,IC 4651 9122 b,1,1,0,734,,,2002.329,0.18,,,,2.1
1360,ITG 15 b,2,1,0,,,6674.39655,6674.39655,,2601,,,
1361,K2-10 b,1,1,0,19.307044,3.735,,,,,5638,0.9,0.96
1362,K2-100 b,1,1,0,1.6739035,3.88,21.8,21.8,0,1841,5945,1.24,1.15
1363,K2-101 b,1,1,0,14.675828,1.85,,,,,,0.72,
1364,K2-102 b,1,1,0,9.915615,1.3,,,0.1,,4695,0.71,0.77
1365,K2-104 b,1,1,0,1.9741954,1.79,,,,798,3712,0.48,0.51
1366,K2-105 b,1,1,0,8.26345949,,,,,,5411.15,0.92,0.94
1367,K2-107 b,1,1,0,3.313959,15.98,,,,1649,6061,1.81,1.3
1368,K2-108 b,1,1,0,4.73360988,,,,,,5496,1.76,0.96
1369,K2-11 b,1,1,0,39.863566,2.47,,,,,5133,0.78,
1370,K2-110 b,1,1,0,13.86391,2.524,,,,,4877,0.69,0.72
1371,K2-111 b,1,2,0,5.35117,1.9,8.6,8.6,0,1309,5730,1.23,0.88
1372,K2-111 c,1,2,0,15.6785,,,11.3,0.07,,5775,1.25,0.84
1373,K2-113 b,1,1,0,5.817681,12.5,,,,,,1.33,
1374,K2-114 b,1,1,0,11.38576954,,,,,,4913,0.88,0.81
1375,K2-115 b,1,1,0,20.272615,12.06,,,,619,5657,0.88,0.95
1376,K2-116 b,1,1,0,4.655411,0.69,,,0.06,,4348.35,0.67,0.69
1377,K2-117 b,1,2,0,1.292,,,,,,3689,0.51,0.51
1378,K2-117 c,1,2,0,5.44425,1.75,,,,,,0.4,
1379,K2-118 b,1,1,0,50.92092,2.54,,,0.2,,4726.29,0.73,0.76
1380,K2-119 b,1,1,0,7.72651124,,,,,,4525,0.74,0.71
1381,K2-12 b,1,1,0,8.2824161,2.14,,,,,5615,0.92,
1382,K2-120 b,1,1,0,9.56332821,,,,,,4432.16,,
1383,K2-121 b,1,1,0,5.1857539,7.52,,,,738,4690,0.67,0.69
1384,K2-122 b,2,1,0,2.21944122,,,,,,3807,0.61,0.6
1385,K2-123 b,1,1,0,30.956763,2.65,,,0.06,,4075.67,0.57,0.65
1386,K2-124 b,1,1,0,6.413651,2.9,,,,442,3570,0.39,0.39
1387,K2-125 b,1,1,0,21.750264,2.18,,,0.08,,3654.47,0.4,0.49
1388,K2-126 b,1,1,0,7.387073,1.84,,,0.06,,4367.83,0.62,0.7
1389,K2-127 b,1,1,0,3.588163,8.37,,,,809,4575,0.66,0.72
1390,K2-128 b,1,1,0,5.675814,1.203,,,,,4621,0.65,0.69
1391,K2-129 b,1,1,0,8.23981,0.661,,,,,,0.21,
1392,K2-13 b,1,1,0,40.0603,2.7,,,,,5727,1.09,0.94
1393,K2-130 b,1,1,0,2.494206,1.22,,,,,,0.66,
1394,K2-131 b,1,1,0,0.369311,1.5,,,,,5200,0.81,
1395,K2-132 b,1,1,0,9.1708,12.207,157.32585,157.32585,0.29,1586,4878,4.11,1.19
1396,K2-133 b,1,4,0,3.0712,1.31,,,,,3655,0.47,0.51
1397,K2-133 c,1,4,0,4.86784,1.603,,,,,3655,0.46,0.46
1398,K2-133 d,1,4,0,11.02454,2.003,,,,,3655,0.46,0.46
1399,K2-133 e,1,4,0,26.5841,1.73,,,,296,3655,0.46,0.46
1400,K2-136 b,2,3,0,7.9757,1.05,,,0.72,,4359,0.72,0.69
1401,K2-136 c,2,3,0,17.3070631,3.728,,,,658,4230.6,0.77,
1402,K2-136 d,2,3,0,25.5715,1.55,,,0.75,,4359,0.72,0.69
1403,K2-137 b,1,1,0,0.179715,0.89,158.915,158.915,0,1471,3492,0.44,0.46
1404,K2-138 b,1,6,0,2.35321,1.49,,,,1157,5283,0.84,0.92
1405,K2-138 c,1,6,0,3.56004,2.299,6.31,6.31,0.045,,5356.3,0.86,0.94
1406,K2-138 d,1,6,0,5.40478,2.66,,,0.348,,5378,0.86,0.93
1407,K2-138 e,1,6,0,8.26146,3.39,12.97,12.97,0.077,,5356.3,0.86,0.94
1408,K2-138 f,1,6,0,12.75758,2.73,,,,653,5283,0.84,0.92
1409,K2-138 g,1,6,0,41.96797,3.013,4.32,4.32,0.059,,5356.3,0.86,0.94
1410,K2-139 b,1,1,0,28.38246,9.62,,,,,,0.91,
1411,K2-14 b,1,1,0,8.368791,7.49,,,0.14,,3970.42,0.62,0.62
1412,K2-140 b,1,1,0,6.5693,12.274,323.86877,323.86877,0.12,1114,5654,0.99,1
1413,K2-141 b,1,2,0,0.2803244,1.51,5.08,5.08,0,,4599,0.68,0.71
1414,K2-141 c,1,2,0,7.7485,7,8,8,0.092,695,4570,0.68,0.71
1415,K2-146 b,1,2,0,2.644259,1.38,,,,,,0.23,
1416,K2-146 c,1,2,0,4.00498,2.19,7.49,7.49,0.075,,3385,0.33,0.33
1417,K2-147 b,1,1,0,0.961917,1.38,,,,,3672,0.55,0.58
1418,K2-148 b,2,3,0,4.38393,0.701,,,,,,0.37,
1419,K2-148 c,2,3,0,6.92251,0.9,,,,,,0.37,
1420,K2-148 d,2,3,0,9.75833,0.88,,,,,,0.37,
1421,K2-149 b,1,1,0,11.332,1.64,,,,,3745,0.57,0.59
1422,K2-15 b,1,1,0,11.8104,2.48,,,,676,5131,0.68,0.72
1423,K2-150 b,1,1,0,10.59357,2,,,,,3499,0.44,0.46
1424,K2-151 b,2,1,0,3.83553,1.054,,,,,,0.32,
1425,K2-152 b,1,1,0,32.6527,2.81,,,,,3940,0.63,0.65
1426,K2-153 b,1,1,0,7.51574,2,,,,497,3845,0.53,0.55
1427,K2-154 b,1,2,0,3.67626,1.99,,,,715,4097,0.63,0.65
1428,K2-154 c,1,2,0,7.95478,2.1,,,,,3978,0.65,0.67
1429,K2-155 b,1,3,0,6.34365,1.55,,,,,3919,0.53,0.54
1430,K2-155 c,1,3,0,13.853487,,,,,,3919,0.53,0.54
1431,K2-155 d,1,3,0,40.6835,1.64,,,,,3919,0.53,0.54
1432,K2-156 b,1,1,0,0.813149,1.144,,,,,4460,0.62,0.64
1433,K2-157 b,1,1,0,0.365257,1.055,,,,,5456,0.88,0.94
1434,K2-158 b,1,2,0,10.062106,2.635,,,,,5489,0.89,0.93
1435,K2-158 c,1,2,0,5.90279,1.28,,,,948,5503,0.95,0.92
1436,K2-159 b,1,1,0,12.42205,2.26,,,,684,5425,0.83,0.9
1437,K2-16 b,1,3,0,7.61856,1.96,,,,,4800,0.67,0.69
1438,K2-16 c,1,3,0,19.0702,1.84,,,,,,0.54,
1439,K2-160 b,1,1,0,3.705871,3.178,,,,,5649,0.91,0.98
1440,K2-161 b,1,1,0,9.283188,6.117,,,,,4972,2.57,0.99
1441,K2-162 b,1,1,0,9.45889,1.44,,,,631,4842,0.69,0.75
1442,K2-163 b,1,1,0,6.673117,2.466,,,,,4937,0.76,0.83
1443,K2-164 b,1,1,0,17.355681,1.81,,,,,5894,1.06,
1444,K2-165 b,1,3,0,2.354992,1.274,,,,,5185,0.8,0.83
1445,K2-165 c,1,3,0,4.382745,1.554,,,,,5185,0.8,0.83
1446,K2-165 d,1,3,0,14.101361,2.648,,,,,5185,0.8,0.83
1447,K2-166 b,1,2,0,8.527219,1.823,,,,,5922,1.2,1.07
1448,K2-167 b,1,1,0,9.97748,2.3,6.5,6.5,0.47,1174,6011,1.49,1.01
1449,K2-168 b,1,2,0,15.85412,2.34,,,,,5495,0.88,
1450,K2-169 b,1,1,0,6.37961,1.41,,,,,5347,0.83,
1451,K2-17 b,1,1,0,17.969029,2.03,,,0.18,,4118.41,0.63,0.66
1452,K2-170 b,1,2,0,7.576544,1.418,,,,,5748,0.98,0.96
1453,K2-170 c,1,2,0,12.400731,1.92,,,,,5749,0.98,
1454,K2-171 b,1,1,0,5.6315915,1.23,,,,,5032,0.77,
1455,K2-172 b,1,2,0,14.317001,1.8,,,,,5449,0.86,
1456,K2-172 c,1,2,0,29.626,,,,,,5547,0.86,0.98
1457,K2-173 b,1,1,0,5.868699,1.608,,,,,5580,0.84,0.88
1458,K2-174 b,1,1,0,19.56325,2.59,,,,,4246.81,0.76,0.66
1459,K2-175 b,1,1,0,9.525988,2.038,,,,,5909,1.42,1.09
1460,K2-176 b,1,1,0,5.32944,1.55,,,,,,0.91,
1461,K2-177 b,1,1,0,14.155185,2.116,,,,,6063,1.21,1.21
1462,K2-178 b,1,1,0,8.74809,3.83,,,,,,0.94,
1463,K2-179 b,1,1,0,5.17110937,,,,,,5071.98,0.71,0.85
1464,K2-18 b,1,2,0,32.939623,2.37,8.92,8.92,0.2,284,3457,0.41,0.36
1465,K2-18 c,1,2,0,8.962,,,7.51,0.47,363,3457,0.41,0.36
1466,K2-180 b,1,1,0,8.867209,2.31,,,,731,5358,0.72,0.72
1467,K2-181 b,1,1,0,6.893,,,,,,5573,1.06,0.98
1468,K2-182 b,1,1,0,4.736884,2.767,,,,,5159,0.79,0.85
1469,K2-183 b,1,3,0,0.469269,2.599,,,,,5482,0.87,0.94
1470,K2-183 c,1,3,0,10.787992,2.3,,,,,5482,0.87,
1471,K2-183 d,1,3,0,22.634594,17.4,,,,,,0.92,
1472,K2-184 b,1,1,0,16.993435,1.538,,,,,5252,0.76,0.82
1473,K2-185 b,1,2,0,10.6161,1.19,,,,,,0.89,
1474,K2-185 c,1,2,0,52.7099,2.48,,,,,,0.89,
1475,K2-186 b,1,1,0,41.4661,3.45,,,,,,1.06,
1476,K2-187 b,1,4,0,0.773981,1.383,,,,,5477,0.89,0.97
1477,K2-187 c,1,4,0,2.871512,1.4,,,,,5438,0.83,
1478,K2-187 d,1,4,0,7.149079,3.221,,,,,5477,0.89,0.97
1479,K2-187 e,1,4,0,13.60496,2.69,,,,,,0.92,
1480,K2-188 b,1,2,0,1.742983,1.259,,,,,5982,1.11,1.11
1481,K2-188 c,1,2,0,7.80905,2.79,,,,,,1.18,
1482,K2-189 b,1,2,0,2.588309,1.52,,,,1197,5519,0.87,0.94
1483,K2-189 c,1,2,0,6.679195,2.5,,,,872,5519,0.87,0.94
1484,K2-19 b,1,3,0,7.920978,,,,,,5430,0.86,0.93
1485,K2-19 c,1,3,0,11.9066,,7.5,7.5,0.183,,5250,0.88,0.92
1486,K2-19 d,1,3,0,2.5084894,1.26,,,,,5368,0.84,
1487,K2-190 b,1,2,0,10.1016,0.91,,,,,,1,
1488,K2-190 c,1,2,0,21.574023,1.093,,,,,5631,0.91,0.9
1489,K2-191 b,1,1,0,2.85794855,,,,,,5012,0.89,0.83
1490,K2-192 b,1,1,0,4.163221,1.575,,,,,5252,0.83,0.87
1491,K2-193 b,1,1,0,14.786,,,,,,5576,0.98,0.98
1492,K2-194 b,1,1,0,39.7268,3.63,,,,,,1.31,
1493,K2-195 b,1,2,0,15.852989,3,,,,,,0.95,
1494,K2-195 c,1,2,0,28.482786,2.576,,,,,5712,0.91,0.96
1495,K2-196 b,1,1,0,48.324222,3.6,,,,,6045,1.54,1.16
1496,K2-197 b,1,1,0,8.358,,,,,,5627,0.92,1
1497,K2-198 b,1,3,0,17.042849,,,,,,5262,0.78,0.84
1498,K2-198 c,1,3,0,3.3596055,1.423,,,,1230,5212.9,0.76,0.8
1499,K2-198 d,1,3,0,7.44976,2.82,,,,,,0.8,
1500,K2-199 b,1,2,0,3.225423,1.882,,,,,4681,0.67,0.71
1501,K2-199 c,1,2,0,7.374497,2.837,,,,,4681,0.67,0.71
1502,K2-200 b,1,1,0,2.849883,1.364,,,,,5233,0.79,0.86
1503,K2-201 b,1,2,0,1.05979,1.4,,,,,5507,0.88,0.96
1504,K2-201 c,1,2,0,22.779878,3.286,,,,,5507,0.88,0.96
1505,K2-2016-BLG-0005L b,1,1,0,4700,,368.68095,368.68095,,,,,0.57
1506,K2-202 b,1,1,0,3.405087,2.31,,,,,,0.92,
1507,K2-203 b,1,1,0,9.6897,1.37,,,,,,0.78,
1508,K2-204 b,1,1,0,7.05647,2.76,,,,,,1.09,
1509,K2-205 b,1,1,0,26.682,2.209,,,,,,1.2,
1510,K2-206 b,1,1,0,18.294549,2.795,,,,,5043,0.76,0.79
1511,K2-207 b,1,1,0,12.48749,2.606,,,,,5522,0.93,0.94
1512,K2-208 b,1,1,0,4.190948,1.679,,,,,5582,0.86,0.93
1513,K2-209 b,1,1,0,2.080615,0.869,,,,,4720,0.71,0.74
1514,K2-21 b,1,2,0,9.32448,1.7,,,,,,0.58,
1515,K2-21 c,1,2,0,15.4941223,,,,,,4047,0.65,0.63
1516,K2-210 b,1,1,0,0.570233,0.819,,,,,5396,0.85,0.91
1517,K2-211 b,1,1,0,0.669532,1.3,,,,,5360,0.79,
1518,K2-212 b,1,1,0,9.7957298,3.005,,,,532,4147,0.71,
1519,K2-213 b,1,1,0,8.13087,1.514,,,,,5794,1.2,1.07
1520,K2-214 b,1,1,0,8.596724,2.5,,,,,,1.29,
1521,K2-215 b,1,1,0,8.26947,2.63,,,,,,1.08,
1522,K2-216 b,1,1,0,2.174829,1.63,,,,,,0.64,
1523,K2-217 b,1,1,0,14.0721,3.36,,,,,,1.28,
1524,K2-218 b,1,1,0,8.679885,2.569,,,,,5757,1.01,1.05
1525,K2-219 b,1,3,0,3.901287,1.348,,,,,5753,1.19,1.02
1526,K2-219 c,1,3,0,6.66767,1.438,,,,,5753,1.19,1.02
1527,K2-219 d,1,3,0,11.13878,2.84,,,,,,1.32,
1528,K2-22 b,2,1,0,0.381078,4.75,,,0.19,,3879.18,0.58,0.6
1529,K2-220 b,1,1,0,13.683256,2.39,,,,758,5660,1.02,0.96
1530,K2-221 b,1,1,0,2.398982,1.98,,,,,,1.07,
1531,K2-222 b,1,1,0,15.388825,2.223,,,,,5934,1.04,0.95
1532,K2-223 b,1,2,0,0.50557,0.89,,,,,5859,1,
1533,K2-223 c,1,2,0,4.56327,1.57,,,,1091,5835,0.99,1.06
1534,K2-224 b,1,2,0,4.478591,1.664,,,,,5614,0.84,0.9
1535,K2-224 c,1,2,0,10.09607,2.505,,,,,,,
1536,K2-225 b,1,1,0,15.871455,2.661,,,,,5733,1.21,1.11
1537,K2-226 b,1,1,0,3.27108,1.54,,,,1120,5424,0.91,0.88
1538,K2-227 b,1,1,0,13.621832,1.666,,,,,5673,0.89,0.95
1539,K2-228 b,1,1,0,2.698368,1.384,,,,,4764,0.7,0.74
1540,K2-229 b,1,2,0,0.584,1.197,2.49,2.49,,,5185,0.78,0.8
1541,K2-229 c,1,2,0,8.32727,2.03,,,,750,5315,0.79,0.87
1542,K2-230 b,1,1,0,2.860636,1.934,,,,,6002,1.18,1.13
1543,K2-231 b,1,1,0,13.84457,2.79,,,,,,1.03,
1544,K2-232 b,1,1,0,11.16844233,,,,0.26,,6154,1.16,1.19
1545,K2-233 b,1,3,0,2.46746,1.398,,,0,1040,4950,0.74,0.8
1546,K2-233 c,1,3,0,7.06005,1.281,12.81,12.81,0.2002,790,5033,0.71,0.79
1547,K2-233 d,1,3,0,24.3662,2.64,,,0,482,4950,0.74,0.8
1548,K2-237 b,1,1,0,2.18052771,16.809,,,,1654,6599,1.27,
1549,K2-238 b,1,1,0,3.20466,14.572,273.3338,273.3338,0,1587,5630,1.59,1.19
1550,K2-239 b,1,3,0,5.24,1.1,,,,502,3420,0.36,0.4
1551,K2-239 c,1,3,0,7.775,1,,,,427,3420,0.36,0.4
1552,K2-239 d,1,3,0,10.115,1.1,,,,399,3420,0.36,0.4
1553,K2-24 b,1,2,0,20.88508,5.83,,,,709,5743,1.21,1.12
1554,K2-24 c,1,2,0,42.3633,7.82,27,27,0,606,5743,1.21,1.12
1555,K2-240 b,1,2,0,6.034,2,,,,586,3810,0.54,0.58
1556,K2-240 c,1,2,0,20.523,1.8,,,,389,3810,0.54,0.58
1557,K2-241 b,1,1,0,26.8199,2.55,,,,507,5262,0.75,0.71
1558,K2-242 b,1,1,0,6.51389,2.54,,,,416,3459,0.37,0.38
1559,K2-243 b,1,2,0,11.54182,2.17,,,,1035,6570,1.39,1.29
1560,K2-243 c,1,2,0,24.94598,2.01,,,,801,6570,1.39,1.29
1561,K2-244 b,1,1,0,21.06884,1.75,,,,638,5677,0.92,0.86
1562,K2-245 b,1,1,0,11.89307,4.34,,,,923,5793,1.25,0.83
1563,K2-246 b,1,1,0,5.76918,3.49,,,,977,5610,0.94,0.87
1564,K2-247 b,1,2,0,2.25021,2.12,,,,979,4667,0.69,0.74
1565,K2-247 c,1,2,0,6.49424,2.19,,,,688,4667,0.69,0.74
1566,K2-248 b,1,1,0,7.17256,2.57,,,,886,5528,0.92,0.88
1567,K2-249 b,1,1,0,12.409,2.79,,,,1061,6504,1.57,1.32
1568,K2-25 b,1,1,0,3.4843,,,,,,3204,0.29,0.27
1569,K2-250 b,1,1,0,4.01457,2.44,,,,958,5172,0.81,0.8
1570,K2-251 b,1,1,0,9.30075,2.35,,,,437,3717,0.49,0.52
1571,K2-252 b,1,1,0,13.81513,1.74,,,,639,5152,0.82,0.79
1572,K2-253 b,1,1,0,4.00167,12.67,,,,1238,6027,1.1,1.08
1573,K2-254 b,1,2,0,4.09639,1.63,,,,791,4629,0.67,0.71
1574,K2-254 c,1,2,0,12.11839,2.19,,,,551,4629,0.67,0.71
1575,K2-255 b,1,1,0,1.96417,2.9,,,,1034,4676,0.69,0.71
1576,K2-257 b,1,1,0,1.60588,0.83,,,,789,3725,0.5,0.52
1577,K2-258 b,1,1,0,19.0921,3,,,,831,6351,1.31,1.21
1578,K2-259 b,1,1,0,15.48043,2.32,,,,795,6059,1.13,1.14
1579,K2-26 b,1,1,0,14.567025,2.79,,,,,3731,0.51,
1580,K2-260 b,1,1,0,2.62669768,,,,,,6367,1.69,1.39
1581,K2-261 b,1,1,0,11.633478,9.505,67.69745,67.69745,0.248,1030,5503,1.64,1.27
1582,K2-263 b,1,1,0,50.818947,2.41,14.9,14.9,0.15,470,5368,0.85,0.88
1583,K2-264 b,1,2,0,5.840002,2.231,,,,496,3660,0.47,0.5
1584,K2-264 c,1,2,0,19.66365,2.77,,,0.45,326,3580,0.47,0.47
1585,K2-265 b,2,1,0,2.369019,1.67,,,,,,0.91,
1586,K2-266 b,2,4,0,0.658524,3.3,,11.26782,,1515,4285,0.7,0.69
1587,K2-266 c,2,4,0,7.814,0.705,,0.29013,0.042,664,4285,0.7,0.69
1588,K2-266 d,2,4,0,14.6982,,,,0.05,,4285,0.7,0.69
1589,K2-266 e,2,4,0,19.482,2.73,14.3,14.3,0.043,490,4285,0.7,0.69
1590,K2-268 b,1,5,0,2.151894,1.41,,,,1121,5068,0.78,0.84
1591,K2-268 c,1,5,0,9.32705,3.63,,,,,,0.77,
1592,K2-268 d,1,5,0,4.52905,1.85,,,,,,0.77,
1593,K2-268 e,1,5,0,6.131243,1.33,,,,801,5106,0.78,0.84
1594,K2-268 f,1,5,0,26.2678,2.6,,,,,,0.77,
1595,K2-269 b,1,1,0,4.145398,1.196,,,,,6035,1.31,
1596,K2-27 b,3,1,0,6.77131,5.77,,,,991,5422,0.88,
1597,K2-270 b,1,2,0,1.543069,1.38,,,,1203,4877,0.77,0.85
1598,K2-270 c,1,2,0,4.39883617,,,,,,4712.91,0.83,0.75
1599,K2-271 b,1,1,0,8.562421,7.28,,,,893,5644,0.99,0.83
1600,K2-272 b,1,1,0,14.453533,2.91,,,,655,5419,0.81,0.81
1601,K2-273 b,1,1,0,11.72,,,,,,5051.83,0.87,0.84
1602,K2-274 b,1,1,0,14.1330314,2.08,,,,655,5044,0.7,0.79
1603,K2-275 b,1,2,0,3.280961,2.24,,,,905,4812,0.73,0.79
1604,K2-275 c,1,2,0,8.4388385,2.21,,,,653,4841,0.69,0.77
1605,K2-276 b,1,1,0,18.711,,,,,,4843,0.89,0.79
1606,K2-277 b,1,1,0,6.32669,2.16,,,,,,0.97,
1607,K2-278 b,1,1,0,3.335115,1.6,,,,,,0.9,
1608,K2-279 b,1,1,0,7.125,,,,,,5425.98,0.89,0.94
1609,K2-28 b,1,1,0,2.26026549,2.726,,,,548,3236,0.34,
1610,K2-280 b,1,1,0,19.894641,5.555,,,,,5767,1.06,
1611,K2-281 b,1,1,0,8.687721,8.18,,,,665,4812,0.76,0.82
1612,K2-282 b,1,2,0,4.17032,3.19,,,,,,1.01,
1613,K2-283 b,1,1,0,1.921111,3.23,,,,,,0.71,
1614,K2-284 b,1,1,0,4.7948642,3.398,,,,919,4072,0.65,
1615,K2-285 b,1,4,0,3.4715644,2.652,,,,1163,5144.5,0.77,
1616,K2-285 c,1,4,0,7.138048,3.53,15.68,15.68,0,741,4975,0.79,0.83
1617,K2-285 d,1,4,0,10.45582,2.48,6.5,6.5,0,620,4975,0.79,0.83
1618,K2-285 e,1,4,0,14.76289,1.95,10.7,10.7,0,501,4975,0.79,0.83
1619,K2-286 b,1,1,0,27.359,2.1,,,,347,3926,0.62,0.64
1620,K2-287 b,1,1,0,14.893291,9.494,100.11645,100.11645,0.478,804,5695,1.07,1.06
1621,K2-288 B b,2,1,0,31.393463,1.9,,,,226,3341,0.32,0.33
1622,K2-289 b,1,1,0,13.15628,3.2,,,,,3809,0.38,
1623,K2-29 b,2,1,0,3.25883406,,,,0.066,,5358,0.86,0.94
1624,K2-290 b,3,2,0,,,,,,,,,
1625,K2-290 c,3,2,0,,,,,,,,,
1626,K2-291 b,1,1,0,2.225,1.582,6.4,6.4,,,5520,0.9,0.93
1627,K2-292 b,1,1,0,16.9841,2.63,24.5,24.5,0.04,795,5725,1.09,1
1628,K2-293 b,1,1,0,13.1225,2.45,,,,750,5532,0.95,0.96
1629,K2-294 b,1,1,0,2.50387,1.66,,,,1425,5612,1.2,0.99
1630,K2-295 b,1,1,0,4.024881,10.3,,,,,,0.73,
1631,K2-3 b,1,3,0,10.05443,1.44,,,,,3841,0.37,0.41
